timestamp,machine_id,operation_id,energy_kWh,voltage_V,current_A,power_factor,reactive_power_kVAR,frequency_Hz,machine_utilization_%,production_output_units,operator_count,material_usage_kg,ambient_temp_C,humidity_%,shift_type,production_mode,forecast_energy_kWh,energy_state,allocation_recommendation
2025-07-01 06:00:00,MCH_2,OP_05,18.42,398.6,46.21,0.903,4.0,49.98,83.85,100,4,36.21,20.22,64.15,Day,Idle,19.86,High,Reduce Load
2025-07-01 06:05:00,MCH_2,OP_02,18.05,399.94,45.13,0.894,2.87,50.18,79.3,95,3,57.12,26.86,47.13,Night,Setup,18.83,High,Reduce Load
2025-07-01 06:10:00,MCH_2,OP_09,17.29,398.53,43.39,0.907,2.01,49.97,93.48,89,4,36.12,33.61,54.5,Day,Production,16.78,High,Reduce Load
2025-07-01 06:15:00,MCH_2,OP_05,17.72,394.53,44.92,0.915,3.9,49.93,75.58,113,3,52.82,21.52,67.17,Night,Setup,16.91,High,Reduce Load
2025-07-01 06:20:00,MCH_2,OP_04,16.62,392.24,42.37,0.922,2.49,49.94,76.21,90,2,37.44,21.72,43.65,Day,Idle,17.26,High,Reduce Load
2025-07-01 06:25:00,MCH_2,OP_09,16.76,403.34,41.56,0.867,3.41,49.91,93.97,112,4,41.25,33.3,47.21,Night,Production,16.2,High,Reduce Load
2025-07-01 06:30:00,MCH_2,OP_10,16.54,391.17,42.29,0.96,4.23,50.11,91.55,99,4,38.51,26.33,54.57,Night,Production,15.69,High,Reduce Load
2025-07-01 06:35:00,MCH_2,OP_06,17.01,397.38,42.8,0.855,2.03,49.97,66.5,101,4,54.06,24.46,49.89,Night,Production,16.88,High,Reduce Load
2025-07-01 06:40:00,MCH_2,OP_05,17.53,399.68,43.87,0.895,2.4,49.93,77.58,104,4,55.41,28.14,60.44,Day,Production,17.17,High,Reduce Load
2025-07-01 06:45:00,MCH_2,OP_10,17.77,395.91,44.89,0.877,3.27,49.89,81.2,101,2,51.18,22.58,60.66,Day,Setup,18.54,High,Reduce Load
2025-07-01 06:50:00,MCH_2,OP_06,16.26,397.62,40.88,0.874,3.34,50.07,83.47,107,2,31.29,25.88,42.32,Day,Setup,17.72,High,Reduce Load
2025-07-01 06:55:00,MCH_2,OP_10,17.27,394.13,43.81,0.884,3.93,49.8,68.61,87,3,55.56,29.91,42.02,Night,Setup,15.35,High,Reduce Load
2025-07-01 07:00:00,MCH_2,OP_08,17.63,397.14,44.4,0.863,4.47,50.01,85.26,105,3,44.07,22.28,49.61,Night,Setup,16.61,High,Reduce Load
2025-07-01 07:05:00,MCH_2,OP_06,17.22,404.58,42.57,0.961,4.99,50.03,88.86,104,3,49.72,32.58,52.36,Night,Production,16.31,High,Reduce Load
2025-07-01 07:10:00,MCH_2,OP_03,16.92,405.55,41.72,0.944,2.24,50.06,61.42,87,3,30.1,27.82,44.39,Day,Maintenance,16.22,High,Reduce Load
2025-07-01 07:15:00,MCH_2,OP_04,18.09,399.79,45.25,0.964,3.82,49.92,86.92,126,2,53.02,23.32,41.28,Day,Production,19.97,High,Reduce Load
2025-07-01 07:20:00,MCH_2,OP_10,17.21,400.83,42.94,0.874,4.55,50.11,78.22,107,4,54.86,21.6,40.24,Day,Maintenance,15.25,High,Reduce Load
2025-07-01 07:25:00,MCH_2,OP_09,17.04,400.84,42.5,0.894,3.25,50.06,83.12,114,4,48.77,21.45,65.96,Day,Idle,19.42,High,Reduce Load
2025-07-01 07:30:00,MCH_2,OP_04,16.67,399.52,41.72,0.939,4.23,49.88,94.33,81,3,34.86,27.55,67.59,Night,Idle,15.99,High,Reduce Load
2025-07-01 07:35:00,MCH_2,OP_03,17.46,398.75,43.8,0.858,2.18,49.96,71.31,91,3,40.31,22.2,54.1,Day,Production,19.49,High,Reduce Load
2025-07-01 07:40:00,MCH_2,OP_02,17.11,393.93,43.44,0.958,2.6,50.06,87.03,97,4,38.7,23.82,66.32,Night,Production,17.8,High,Reduce Load
2025-07-01 07:45:00,MCH_2,OP_04,15.91,397.83,39.99,0.931,3.15,50.02,79.26,98,2,39.03,24.25,64.04,Day,Production,15.49,High,Reduce Load
2025-07-01 07:50:00,MCH_2,OP_07,16.81,403.36,41.67,0.969,3.87,50.12,92.83,102,3,45.06,21.59,61.19,Night,Setup,15.67,High,Reduce Load
2025-07-01 07:55:00,MCH_2,OP_07,16.09,404.8,39.74,0.957,3.06,50.06,62.78,109,3,51.42,27.61,53.09,Night,Setup,16.8,High,Reduce Load
2025-07-01 08:00:00,MCH_2,OP_09,16.75,403.1,41.55,0.887,2.03,49.89,67.66,90,2,36.91,23.41,65.02,Night,Maintenance,15.45,High,Reduce Load
2025-07-01 08:05:00,MCH_2,OP_01,15.15,390.79,38.76,0.926,4.03,50.12,75.91,113,4,38.62,33.61,55.02,Day,Maintenance,15.5,High,Reduce Load
2025-07-01 08:10:00,MCH_2,OP_09,16.27,399.57,40.72,0.876,3.17,50.1,87.22,116,3,53.68,33.76,45.22,Night,Maintenance,16.61,High,Reduce Load
2025-07-01 08:15:00,MCH_2,OP_02,17.01,398.59,42.68,0.874,2.68,50.04,85.23,107,4,31.39,21.91,57.21,Night,Maintenance,16.11,High,Reduce Load
2025-07-01 08:20:00,MCH_2,OP_02,15.66,399.46,39.19,0.913,3.02,49.97,72.74,88,4,38.77,23.08,40.98,Night,Idle,15.74,High,Reduce Load
2025-07-01 08:25:00,MCH_2,OP_10,15.74,398.36,39.5,0.956,3.05,50.08,87.98,94,3,51.67,26.3,62.76,Day,Setup,16.39,High,Reduce Load
2025-07-01 08:30:00,MCH_2,OP_09,16.39,402.5,40.71,0.924,4.71,50.02,78.84,92,2,36.99,26.32,52.34,Night,Idle,15.71,High,Reduce Load
2025-07-01 08:35:00,MCH_2,OP_03,16.45,395.64,41.59,0.914,4.1,49.94,81.92,108,4,45.26,22.15,50.32,Night,Maintenance,16.12,High,Reduce Load
2025-07-01 08:40:00,MCH_2,OP_01,15.56,405.09,38.42,0.874,4.61,49.79,78.96,107,4,51.55,34.72,43.46,Day,Idle,14.44,High,Reduce Load
2025-07-01 08:45:00,MCH_2,OP_04,16.51,398.29,41.45,0.918,4.66,49.93,90.21,107,4,30.09,29.53,43.87,Day,Idle,16.73,High,Reduce Load
2025-07-01 08:50:00,MCH_2,OP_02,15.96,401.15,39.78,0.853,4.23,49.69,61.48,97,3,36.98,20.82,55.78,Night,Idle,16.8,High,Reduce Load
2025-07-01 08:55:00,MCH_2,OP_02,14.75,401.59,36.74,0.979,2.94,50.1,64.5,98,4,49.48,33.71,40.57,Day,Setup,15.45,High,Reduce Load
2025-07-01 09:00:00,MCH_2,OP_09,14.84,400.87,37.02,0.976,2.48,49.85,92.16,102,2,52.85,30.34,65.34,Night,Production,13.16,High,Reduce Load
2025-07-01 09:05:00,MCH_2,OP_06,14.93,391.33,38.14,0.929,4.4,50.11,76.26,84,2,37.17,31.4,44.21,Night,Maintenance,12.58,High,Reduce Load
2025-07-01 09:10:00,MCH_2,OP_07,15.28,394.25,38.75,0.882,2.71,49.84,91.02,97,3,50.68,33.44,40.51,Night,Production,14.76,High,Reduce Load
2025-07-01 09:15:00,MCH_2,OP_03,14.6,392.41,37.21,0.879,2.06,49.94,79.32,109,3,30.49,34.63,63.3,Night,Production,14.31,High,Reduce Load
2025-07-01 09:20:00,MCH_2,OP_06,14.8,404.7,36.58,0.91,2.54,50.15,76.06,93,3,36.66,26.84,57.18,Night,Idle,14.92,High,Reduce Load
2025-07-01 09:25:00,MCH_2,OP_06,15.02,399.81,37.57,0.898,2.13,49.87,92.71,84,3,50.89,23.13,68.5,Day,Maintenance,15.26,High,Reduce Load
2025-07-01 09:30:00,MCH_2,OP_02,14.78,400.29,36.91,0.895,3.48,49.93,67.05,90,3,40.25,30.34,66.29,Day,Maintenance,13.83,High,Reduce Load
2025-07-01 09:35:00,MCH_2,OP_09,16.0,392.8,40.73,0.912,2.85,50.13,89.95,104,3,54.35,20.98,45.51,Night,Setup,14.5,High,Reduce Load
2025-07-01 09:40:00,MCH_2,OP_08,13.72,397.29,34.53,0.887,3.04,50.1,86.78,92,2,32.39,34.27,46.53,Night,Idle,13.03,High,Reduce Load
2025-07-01 09:45:00,MCH_2,OP_01,15.01,402.28,37.3,0.852,3.69,49.87,94.2,87,2,32.79,29.88,61.31,Night,Maintenance,15.69,High,Reduce Load
2025-07-01 09:50:00,MCH_2,OP_01,14.82,402.73,36.8,0.89,3.14,50.26,62.99,99,2,48.44,33.56,58.83,Night,Setup,12.79,High,Reduce Load
2025-07-01 09:55:00,MCH_2,OP_08,15.13,404.72,37.38,0.859,3.27,49.93,91.05,87,3,49.56,33.39,45.03,Night,Production,16.36,High,Reduce Load
2025-07-01 10:00:00,MCH_2,OP_05,14.98,390.66,38.35,0.958,4.61,49.98,83.45,108,3,30.85,26.05,49.35,Night,Maintenance,14.44,High,Reduce Load
2025-07-01 10:05:00,MCH_2,OP_08,14.24,398.25,35.76,0.929,4.1,49.93,71.51,93,2,40.8,27.15,42.91,Night,Maintenance,15.12,High,Reduce Load
2025-07-01 10:10:00,MCH_2,OP_01,13.79,401.71,34.33,0.909,3.73,50.02,90.51,106,4,53.51,32.22,58.49,Day,Maintenance,12.69,High,Reduce Load
2025-07-01 10:15:00,MCH_2,OP_10,12.9,400.48,32.21,0.895,2.84,49.75,69.42,106,4,43.91,26.58,69.24,Day,Maintenance,12.03,High,Reduce Load
2025-07-01 10:20:00,MCH_2,OP_05,13.81,400.41,34.5,0.861,4.31,49.85,72.16,113,4,33.56,25.92,48.93,Day,Maintenance,12.75,High,Reduce Load
2025-07-01 10:25:00,MCH_2,OP_08,13.73,399.95,34.32,0.962,2.06,50.08,71.96,96,3,42.9,30.58,54.46,Night,Production,14.48,High,Reduce Load
2025-07-01 10:30:00,MCH_2,OP_01,13.44,400.92,33.53,0.939,2.64,49.96,87.49,90,2,57.4,33.42,61.68,Night,Production,11.03,High,Reduce Load
2025-07-01 10:35:00,MCH_2,OP_04,13.56,400.05,33.89,0.938,3.49,49.85,80.48,85,2,32.28,32.54,54.28,Night,Maintenance,13.26,High,Reduce Load
2025-07-01 10:40:00,MCH_2,OP_02,13.94,400.66,34.78,0.869,3.28,49.94,80.08,90,4,40.53,24.69,61.08,Night,Production,11.52,High,Reduce Load
2025-07-01 10:45:00,MCH_2,OP_05,14.47,407.31,35.53,0.862,2.7,50.06,74.02,107,4,31.7,21.93,53.5,Night,Maintenance,14.53,High,Reduce Load
2025-07-01 10:50:00,MCH_2,OP_03,14.17,392.54,36.1,0.863,2.52,50.05,64.01,93,3,30.53,30.89,49.03,Night,Idle,14.51,High,Reduce Load
2025-07-01 10:55:00,MCH_2,OP_10,13.97,397.57,35.13,0.975,4.5,49.9,92.9,87,2,30.33,30.16,69.05,Night,Production,14.27,High,Reduce Load
2025-07-01 11:00:00,MCH_2,OP_10,13.94,394.43,35.35,0.888,5.0,49.85,81.81,109,2,38.73,21.84,57.04,Night,Production,14.59,High,Reduce Load
2025-07-01 11:05:00,MCH_2,OP_02,14.75,395.77,37.26,0.898,3.15,50.03,86.4,110,3,34.94,25.09,44.95,Night,Production,14.97,High,Reduce Load
2025-07-01 11:10:00,MCH_2,OP_06,14.2,401.55,35.36,0.963,4.73,50.0,91.77,107,4,46.34,25.43,54.32,Night,Setup,14.29,High,Reduce Load
2025-07-01 11:15:00,MCH_2,OP_06,13.84,402.85,34.36,0.944,2.38,49.97,60.27,88,4,36.41,32.17,40.74,Day,Setup,13.96,High,Reduce Load
2025-07-01 11:20:00,MCH_2,OP_07,14.87,403.71,36.82,0.897,2.82,50.18,61.4,101,3,37.42,27.49,65.13,Day,Production,11.82,High,Reduce Load
2025-07-01 11:25:00,MCH_2,OP_02,12.7,396.61,32.03,0.882,2.06,50.2,60.29,98,3,51.3,23.8,60.65,Night,Maintenance,10.64,High,Reduce Load
2025-07-01 11:30:00,MCH_2,OP_01,14.0,398.43,35.14,0.967,3.98,49.93,84.1,110,4,57.06,24.57,42.81,Day,Production,13.56,High,Reduce Load
2025-07-01 11:35:00,MCH_2,OP_08,14.16,396.87,35.68,0.96,4.75,49.96,80.42,88,2,41.87,32.37,49.87,Night,Idle,14.44,High,Reduce Load
2025-07-01 11:40:00,MCH_2,OP_03,13.01,395.01,32.94,0.971,2.77,50.26,62.88,92,4,59.66,34.41,63.5,Night,Setup,12.74,High,Reduce Load
2025-07-01 11:45:00,MCH_2,OP_01,14.12,403.21,35.02,0.9,2.89,50.01,92.0,102,3,35.94,32.58,54.02,Day,Production,15.16,High,Reduce Load
2025-07-01 11:50:00,MCH_2,OP_05,13.68,401.69,34.05,0.922,4.56,50.0,60.5,97,2,51.04,34.3,42.53,Day,Production,13.19,High,Reduce Load
2025-07-01 11:55:00,MCH_2,OP_09,12.39,407.68,30.39,0.947,3.79,49.91,76.3,108,2,32.17,23.1,66.32,Day,Maintenance,11.05,High,Reduce Load
2025-07-01 12:00:00,MCH_2,OP_09,13.35,393.73,33.9,0.913,4.28,50.04,74.76,100,3,39.27,34.86,64.58,Night,Setup,12.92,High,Reduce Load
2025-07-01 12:05:00,MCH_2,OP_07,12.82,392.07,32.7,0.891,3.4,50.04,76.28,101,3,59.44,24.66,62.82,Night,Setup,12.33,High,Reduce Load
2025-07-01 12:10:00,MCH_2,OP_02,12.11,403.02,30.05,0.865,2.53,50.0,70.84,92,3,51.29,32.88,63.72,Day,Maintenance,12.75,High,Reduce Load
2025-07-01 12:15:00,MCH_2,OP_05,12.35,395.0,31.27,0.935,3.01,50.04,60.04,95,4,55.13,26.68,44.3,Night,Maintenance,12.51,High,Reduce Load
2025-07-01 12:20:00,MCH_2,OP_07,12.73,403.81,31.52,0.904,2.92,49.96,72.09,110,2,40.92,31.33,54.97,Day,Idle,13.95,High,Reduce Load
2025-07-01 12:25:00,MCH_2,OP_04,12.89,400.11,32.21,0.89,2.25,49.72,78.1,91,4,44.64,33.35,47.96,Night,Idle,14.36,High,Reduce Load
2025-07-01 12:30:00,MCH_2,OP_09,12.06,411.09,29.34,0.879,4.28,49.75,94.56,95,4,33.8,20.84,46.83,Day,Maintenance,11.67,High,Reduce Load
2025-07-01 12:35:00,MCH_2,OP_01,12.99,403.34,32.21,0.93,2.74,50.11,74.44,109,4,40.31,21.62,55.57,Day,Maintenance,13.44,High,Reduce Load
2025-07-01 12:40:00,MCH_2,OP_04,13.07,401.72,32.53,0.905,4.33,49.8,73.79,123,3,36.57,22.77,47.5,Night,Setup,14.83,High,Reduce Load
2025-07-01 12:45:00,MCH_2,OP_02,12.94,405.64,31.9,0.942,3.28,49.98,78.05,98,2,41.35,33.25,50.7,Day,Production,13.64,High,Reduce Load
2025-07-01 12:50:00,MCH_2,OP_03,13.23,386.73,34.21,0.9,3.19,50.06,76.76,114,2,48.16,26.7,54.19,Night,Production,12.52,High,Reduce Load
2025-07-01 12:55:00,MCH_2,OP_10,12.15,407.92,29.79,0.871,4.69,50.03,88.74,101,3,54.45,28.0,55.13,Day,Production,10.67,High,Reduce Load
2025-07-01 13:00:00,MCH_2,OP_01,12.18,403.33,30.21,0.871,2.55,49.96,92.41,96,3,55.53,21.75,62.62,Night,Maintenance,11.59,High,Reduce Load
2025-07-01 13:05:00,MCH_2,OP_02,13.29,402.72,32.99,0.959,2.74,49.77,77.09,94,2,53.19,32.73,53.22,Day,Idle,12.69,High,Reduce Load
2025-07-01 13:10:00,MCH_2,OP_03,11.51,400.26,28.77,0.887,3.5,50.02,70.79,105,3,43.36,33.97,61.19,Day,Setup,11.3,High,Reduce Load
2025-07-01 13:15:00,MCH_2,OP_05,10.97,400.94,27.36,0.86,3.68,49.81,88.9,94,4,59.99,26.84,56.26,Night,Idle,10.08,High,Reduce Load
2025-07-01 13:20:00,MCH_2,OP_10,12.67,404.94,31.29,0.854,2.73,49.79,73.34,93,3,38.7,32.75,48.44,Day,Setup,13.14,High,Reduce Load
2025-07-01 13:25:00,MCH_2,OP_09,12.29,399.55,30.76,0.887,2.79,49.93,91.79,74,3,47.63,29.44,40.58,Night,Production,13.02,High,Reduce Load
2025-07-01 13:30:00,MCH_2,OP_01,12.15,400.48,30.35,0.925,2.22,50.11,75.17,106,3,32.65,22.98,64.18,Day,Setup,11.2,High,Reduce Load
2025-07-01 13:35:00,MCH_2,OP_02,11.71,397.59,29.46,0.9,4.62,50.0,76.22,113,4,45.13,26.16,58.35,Day,Maintenance,10.02,High,Reduce Load
2025-07-01 13:40:00,MCH_2,OP_08,12.34,402.98,30.62,0.868,2.19,50.06,89.15,104,3,35.05,24.02,49.36,Night,Idle,13.07,High,Reduce Load
2025-07-01 13:45:00,MCH_2,OP_03,12.64,401.68,31.47,0.898,3.77,49.89,92.16,103,2,54.36,20.19,42.0,Day,Maintenance,12.8,High,Reduce Load
2025-07-01 13:50:00,MCH_2,OP_07,11.68,402.91,29.0,0.927,4.16,49.92,94.58,108,4,35.37,28.65,54.77,Day,Maintenance,11.92,High,Reduce Load
2025-07-01 13:55:00,MCH_2,OP_02,11.9,396.14,30.04,0.867,4.26,50.21,68.38,120,2,56.5,32.48,47.97,Day,Production,12.3,High,Reduce Load
2025-07-01 14:00:00,MCH_2,OP_06,10.46,395.7,26.44,0.933,2.65,49.95,80.35,89,2,32.97,21.33,69.55,Day,Idle,12.0,High,Reduce Load
2025-07-01 14:05:00,MCH_2,OP_06,11.68,398.36,29.33,0.93,4.83,50.11,90.39,106,4,31.79,29.17,55.39,Day,Maintenance,12.45,High,Reduce Load
2025-07-01 14:10:00,MCH_2,OP_07,11.54,408.39,28.27,0.881,3.16,49.94,60.29,107,4,49.19,20.41,68.91,Day,Idle,11.71,High,Reduce Load
2025-07-01 14:15:00,MCH_2,OP_10,12.86,394.1,32.64,0.851,4.04,50.02,88.83,113,4,59.23,31.57,55.92,Day,Maintenance,12.98,High,Reduce Load
2025-07-01 14:20:00,MCH_2,OP_02,11.34,395.6,28.67,0.85,4.4,49.87,73.44,106,3,39.12,27.2,60.53,Night,Production,10.99,High,Reduce Load
2025-07-01 14:25:00,MCH_2,OP_05,12.39,389.71,31.8,0.928,3.74,49.95,70.07,82,3,48.1,30.78,59.66,Night,Production,13.33,High,Reduce Load
2025-07-01 14:30:00,MCH_2,OP_10,12.02,403.81,29.77,0.953,4.29,49.94,86.41,99,3,47.97,25.24,62.48,Night,Setup,11.44,High,Reduce Load
2025-07-01 14:35:00,MCH_2,OP_02,11.73,408.28,28.72,0.973,4.63,50.16,60.98,97,2,40.06,21.17,59.07,Day,Production,11.66,High,Reduce Load
2025-07-01 14:40:00,MCH_2,OP_05,11.92,401.27,29.71,0.977,4.51,49.84,76.48,98,2,51.76,27.62,55.55,Night,Maintenance,13.38,High,Reduce Load
2025-07-01 14:45:00,MCH_2,OP_09,11.92,404.41,29.48,0.946,2.69,50.09,72.32,106,2,58.44,31.46,68.82,Night,Idle,9.49,High,Reduce Load
2025-07-01 14:50:00,MCH_2,OP_05,11.1,406.27,27.33,0.951,3.78,50.01,89.29,75,3,31.65,29.11,56.34,Night,Production,10.21,High,Reduce Load
2025-07-01 14:55:00,MCH_2,OP_06,12.98,400.07,32.43,0.879,3.38,49.96,86.18,99,3,40.06,31.05,60.77,Day,Idle,13.04,High,Reduce Load
2025-07-01 15:00:00,MCH_2,OP_02,10.29,394.49,26.09,0.959,3.51,49.91,76.75,103,2,54.19,25.77,44.56,Day,Maintenance,12.45,High,Reduce Load
2025-07-01 15:05:00,MCH_2,OP_09,12.77,399.79,31.95,0.956,4.81,49.77,90.26,114,3,56.13,22.9,59.02,Night,Idle,13.47,High,Reduce Load
2025-07-01 15:10:00,MCH_2,OP_06,11.89,407.4,29.19,0.977,3.92,50.12,76.0,102,2,40.96,21.4,42.16,Night,Production,12.03,High,Reduce Load
2025-07-01 15:15:00,MCH_2,OP_07,11.33,396.14,28.6,0.868,4.4,49.91,79.18,89,4,46.19,29.76,60.54,Night,Maintenance,11.67,High,Reduce Load
2025-07-01 15:20:00,MCH_2,OP_05,11.79,409.9,28.76,0.889,3.18,49.95,68.93,94,2,45.28,20.39,67.99,Day,Idle,13.51,High,Reduce Load
2025-07-01 15:25:00,MCH_2,OP_06,12.74,395.15,32.25,0.939,4.98,50.09,62.83,118,4,47.59,22.33,58.64,Night,Maintenance,11.81,High,Reduce Load
2025-07-01 15:30:00,MCH_2,OP_09,10.77,396.88,27.15,0.962,4.13,49.97,77.56,108,3,36.32,27.4,42.2,Day,Production,10.18,High,Reduce Load
2025-07-01 15:35:00,MCH_2,OP_01,11.39,401.25,28.39,0.952,2.55,49.89,71.35,100,3,32.11,23.2,47.42,Day,Setup,12.29,High,Reduce Load
2025-07-01 15:40:00,MCH_2,OP_02,11.05,398.09,27.77,0.937,4.31,49.99,91.57,99,4,57.52,31.71,45.25,Night,Production,11.88,High,Reduce Load
2025-07-01 15:45:00,MCH_2,OP_03,13.07,398.82,32.78,0.852,4.3,50.0,93.98,105,2,42.09,24.59,42.49,Night,Production,14.25,High,Reduce Load
2025-07-01 15:50:00,MCH_2,OP_07,11.45,395.63,28.95,0.881,4.29,50.11,92.88,102,3,50.45,31.56,66.7,Day,Idle,11.98,High,Reduce Load
2025-07-01 15:55:00,MCH_2,OP_05,11.82,400.62,29.51,0.889,4.97,49.99,76.12,104,2,48.62,25.57,56.54,Day,Idle,14.46,High,Reduce Load
2025-07-01 16:00:00,MCH_2,OP_01,13.46,393.88,34.18,0.943,3.85,50.02,94.49,103,4,59.59,29.25,64.67,Night,Maintenance,13.73,High,Reduce Load
2025-07-01 16:05:00,MCH_2,OP_06,13.83,403.38,34.29,0.94,2.66,49.98,87.24,114,3,55.75,25.8,42.33,Night,Idle,13.38,High,Reduce Load
2025-07-01 16:10:00,MCH_2,OP_01,11.9,392.7,30.29,0.979,2.13,49.93,76.65,97,4,40.09,20.09,46.46,Night,Production,10.82,High,Reduce Load
2025-07-01 16:15:00,MCH_2,OP_10,11.75,400.06,29.37,0.928,2.97,50.02,73.77,94,4,48.74,27.68,67.38,Night,Production,10.06,High,Reduce Load
2025-07-01 16:20:00,MCH_2,OP_05,12.91,399.48,32.32,0.888,2.33,49.94,93.27,105,2,34.01,22.05,58.14,Day,Production,12.03,High,Reduce Load
2025-07-01 16:25:00,MCH_2,OP_03,11.9,398.75,29.83,0.956,2.96,49.91,80.16,111,2,40.57,33.73,55.24,Day,Setup,10.9,High,Reduce Load
2025-07-01 16:30:00,MCH_2,OP_08,10.98,395.04,27.8,0.929,3.22,50.0,62.18,111,4,52.93,23.76,68.52,Day,Maintenance,12.16,High,Reduce Load
2025-07-01 16:35:00,MCH_2,OP_08,12.0,401.99,29.85,0.859,3.97,50.0,79.64,101,3,56.33,34.6,59.65,Night,Setup,10.4,High,Reduce Load
2025-07-01 16:40:00,MCH_2,OP_02,11.14,407.64,27.33,0.896,2.4,50.09,74.43,110,2,42.19,21.46,68.75,Night,Production,12.07,High,Reduce Load
2025-07-01 16:45:00,MCH_2,OP_03,13.34,402.29,33.16,0.873,2.8,49.91,81.83,103,4,47.72,27.68,42.35,Night,Production,13.26,High,Reduce Load
2025-07-01 16:50:00,MCH_2,OP_03,12.03,404.73,29.73,0.969,3.24,50.1,87.11,91,2,59.61,20.92,48.28,Night,Idle,10.93,High,Reduce Load
2025-07-01 16:55:00,MCH_2,OP_06,13.05,394.78,33.07,0.937,3.31,49.97,71.45,105,3,54.46,34.31,68.96,Night,Idle,13.16,High,Reduce Load
2025-07-01 17:00:00,MCH_2,OP_06,12.1,400.85,30.19,0.952,4.03,50.1,84.94,95,3,50.97,20.33,46.4,Night,Maintenance,13.85,High,Reduce Load
2025-07-01 17:05:00,MCH_2,OP_09,12.68,397.54,31.9,0.875,4.56,49.97,70.26,106,2,40.23,22.48,52.66,Night,Production,13.51,High,Reduce Load
2025-07-01 17:10:00,MCH_2,OP_09,12.73,395.96,32.14,0.965,3.87,49.97,85.28,81,2,39.62,25.9,52.4,Day,Maintenance,12.54,High,Reduce Load
2025-07-01 17:15:00,MCH_2,OP_03,12.74,408.34,31.19,0.913,4.12,49.84,83.06,94,4,34.32,31.7,56.92,Day,Production,11.75,High,Reduce Load
2025-07-01 17:20:00,MCH_2,OP_06,13.26,401.01,33.06,0.878,4.57,49.96,64.17,94,3,37.63,30.89,52.07,Day,Setup,13.75,High,Reduce Load
2025-07-01 17:25:00,MCH_2,OP_06,14.02,399.73,35.08,0.951,2.53,49.93,81.39,88,3,47.84,24.63,59.5,Night,Idle,13.92,High,Reduce Load
2025-07-01 17:30:00,MCH_2,OP_06,13.31,400.46,33.24,0.916,3.16,49.97,63.47,91,4,52.78,33.14,65.19,Night,Maintenance,14.26,High,Reduce Load
2025-07-01 17:35:00,MCH_2,OP_02,13.34,395.25,33.75,0.931,3.41,49.9,60.92,111,3,37.77,20.09,44.35,Day,Maintenance,13.27,High,Reduce Load
2025-07-01 17:40:00,MCH_2,OP_06,12.69,404.72,31.36,0.902,3.91,49.99,61.25,95,3,50.85,29.75,57.84,Night,Idle,13.29,High,Reduce Load
2025-07-01 17:45:00,MCH_2,OP_01,11.45,394.71,29.0,0.972,2.54,50.06,74.02,100,3,37.1,21.09,45.22,Day,Maintenance,12.22,High,Reduce Load
2025-07-01 17:50:00,MCH_2,OP_06,11.53,400.99,28.76,0.871,4.12,50.04,74.3,95,4,56.27,21.45,41.9,Day,Production,10.61,High,Reduce Load
2025-07-01 17:55:00,MCH_2,OP_01,12.04,397.55,30.29,0.953,3.75,49.94,77.12,106,2,46.42,34.78,46.34,Night,Production,12.06,High,Reduce Load
2025-07-01 18:00:00,MCH_2,OP_05,13.56,397.92,34.08,0.947,2.8,49.88,85.85,96,2,53.14,25.52,65.66,Day,Maintenance,14.25,High,Reduce Load
2025-07-01 18:05:00,MCH_2,OP_10,13.53,404.65,33.45,0.913,3.56,50.06,91.51,103,3,56.52,34.81,61.85,Night,Maintenance,13.89,High,Reduce Load
2025-07-01 18:10:00,MCH_2,OP_09,13.03,398.71,32.68,0.884,3.14,50.06,86.49,93,3,30.13,32.94,52.38,Day,Setup,12.98,High,Reduce Load
2025-07-01 18:15:00,MCH_2,OP_04,13.48,401.46,33.57,0.964,4.57,50.02,62.94,102,3,44.57,21.98,61.66,Night,Maintenance,12.69,High,Reduce Load
2025-07-01 18:20:00,MCH_2,OP_09,14.77,402.7,36.67,0.976,3.55,49.9,82.21,100,2,49.83,22.7,45.79,Day,Production,14.25,High,Reduce Load
2025-07-01 18:25:00,MCH_2,OP_07,12.62,407.79,30.94,0.885,4.6,50.04,86.36,97,2,59.03,30.66,66.98,Day,Production,11.91,High,Reduce Load
2025-07-01 18:30:00,MCH_2,OP_09,14.01,394.03,35.56,0.896,2.15,50.0,82.5,86,2,39.08,33.4,47.8,Day,Maintenance,14.03,High,Reduce Load
2025-07-01 18:35:00,MCH_2,OP_05,12.8,389.59,32.84,0.869,3.11,50.03,77.09,89,2,51.76,29.35,66.48,Day,Idle,12.64,High,Reduce Load
2025-07-01 18:40:00,MCH_2,OP_10,14.72,397.89,36.99,0.87,4.08,49.98,60.57,97,4,34.05,25.97,60.5,Night,Idle,17.36,High,Reduce Load
2025-07-01 18:45:00,MCH_2,OP_01,13.68,403.85,33.87,0.958,4.48,50.0,93.09,96,3,40.15,23.7,50.36,Day,Setup,14.6,High,Reduce Load
2025-07-01 18:50:00,MCH_2,OP_09,14.41,399.07,36.11,0.929,3.66,50.07,85.68,97,4,39.56,32.19,68.7,Day,Setup,15.56,High,Reduce Load
2025-07-01 18:55:00,MCH_2,OP_01,14.24,405.02,35.15,0.894,4.8,49.87,75.3,107,3,33.87,28.99,64.96,Night,Maintenance,12.29,High,Reduce Load
2025-07-01 19:00:00,MCH_2,OP_07,14.48,406.23,35.66,0.901,4.25,50.12,85.66,102,4,47.21,34.24,62.15,Night,Setup,14.46,High,Reduce Load
